11
1000	50	100	10
35.7581	71.3776	21.7663	6.9562	72.687	50.5385	245.6104	1.942	11.1582	15.5402	0.0	5.3404	37.817	23.5361	4.9463	0.5577	3.3557	9.619	6.2508	122.7688	1.2442	7.5129	11.4923	16.7378	0.63	0.0	19.6218	4.5269	0.3213	1.762	1.8826	0.1779	1.3106	214.8724	4.0063	38.3176	5.8076	54.8712	12.4042	46.6838	0.0	3.1156	1.8076	1.8681	5.0363	5.278	14.9334	0.4631	4.3337	24.9712	0
2.1202	144.0322	12.5488	4.2346	11.9353	4.1862	436.0972	2.5426	1.0975	0.0941	0.0055	0.0091	20.3464	16.3669	7.5061	9.4704	5.7256	7.0368	0.702	324.1482	0.5527	0.0043	3.2242	84.314	10.9842	0.0	11.3373	4.278	17.0851	7.8464	5.8618	2.7013	0.7092	186.3361	2.7938	1.5704	4.1575	52.969	6.4997	1.543	0.1801	1.7595	8.0229	0.8983	20.1677	12.8687	5.929	4.7275	2.8056	16.1953	1
8.8889	78.1114	9.787	2.7225	28.1304	30.9039	502.0733	2.2641	12.5105	0.135	0.0	5.3674	7.5713	44.2555	2.6224	5.6931	4.3971	13.655	4.1133	134.4857	2.1438	95.4453	2.3028	10.6637	1.005	0.0	17.3148	2.8367	0.8097	6.2469	0.4466	1.3799	3.1483	152.4796	7.5733	1.7738	3.003	54.5925	17.1392	26.6418	0.0405	2.0761	1.6814	0.499	7.1407	3.5329	9.8332	0.0	5.5342	7.989	0
4.1047	39.976	4.8287	0.4912	11.2183	3.2917	126.2577	0.2	113.5855	0.1575	0.0039	0.0032	6.8459	23.3566	10.9434	8.5262	3.0062	8.0571	1.029	183.9984	0.2926	0.0	1.9469	70.9267	9.7921	0.0872	1.1175	1.6652	0.9886	4.8468	216.7732	2.6629	1.1283	96.5863	1.7067	0.2778	4.7997	30.4154	7.5799	1.1566	0.1372	1.5698	3.3126	0.3457	19.5137	14.7018	2.8558	3.5563	3.4362	2.2878	1
7.0183	125.647	23.0461	3.4679	29.3523	13.8164	967.8378	2.1142	23.4257	0.0182	0.0	5.923	108.0216	11.5589	4.8242	4.1981	11.4175	19.5108	4.9017	173.0733	8.3973	81.5105	3.9246	19.2299	1.9718	0.0	50.6522	1.6153	0.4614	15.1404	0.3694	0.2855	1.1194	135.378	1.1922	20.2931	4.0631	99.4513	6.7626	62.0963	0.0	2.5981	4.3287	8.4324	6.3993	2.8302	10.16	0.1083	4.3225	5.2137	0
1.1313	27.6305	3.5262	0.0952	3.2275	0.4476	163.3341	0.8204	213.9672	0.0043	0.0	0.0	12.5371	4.8368	3.1785	5.1745	0.4299	4.7948	0.4494	33.6593	0.072	0.0	1.3812	6.9629	1.0968	0.0	2.4408	0.7673	0.7476	8.4385	322.7002	9.1883	0.2257	153.8561	1.7232	26.0243	3.6262	10.5928	5.1896	6.5984	0.0199	0.6195	0.6092	0.5583	18.2259	18.4762	1.907	0.6433	5.9522	2.2324	1
14.7859	145.5234	11.285	6.6207	56.6405	32.9578	470.9935	3.1088	10.6038	0.0716	0.0177	4.1718	10.5949	46.47	10.0877	2.0285	9.8422	14.4936	3.728	129.7113	3.1317	113.542	3.8988	21.4813	1.6354	0.0	37.8718	4.1046	1.0501	4.2274	0.5937	1.1917	5.077	193.4619	7.0081	14.2536	5.4883	44.8275	15.8107	55.7564	0.0139	2.8913	3.2322	0.7924	8.9157	6.9764	13.474	0.0465	3.8499	17.7088	0
1.3874	34.4677	9.5864	0.3819	4.3961	5.766	121.3457	1.2861	103.3551	0.0407	0.0188	0.0245	7.3489	7.611	10.3907	5.4012	1.0882	5.1989	0.8799	109.9769	0.047	0.0126	2.7762	36.6155	7.2401	0.03	2.6488	1.5796	0.6967	3.3691	423.7744	0.8643	0.9017	110.9978	1.4059	0.2829	5.3278	24.277	3.5779	1.276	0.0441	0.6542	2.1864	0.9832	22.1876	10.2631	4.1516	1.6886	4.0116	6.7089	1
6.1965	176.8086	33.1594	2.6696	78.7756	25.9433	941.9163	1.4192	13.4956	0.0748	0.0	0.274	35.1434	19.3187	7.4772	4.2346	3.4865	19.4	3.7207	313.1352	0.9703	43.4701	7.727	35.1079	4.6934	0.0	16.9174	3.1598	0.4974	6.9199	1.8959	6.8689	1.2149	283.8509	3.8418	46.948	5.7828	66.0434	8.1512	20.3477	0.0	4.7848	5.2308	1.5027	6.0969	4.0974	31.6394	0.0353	5.0651	20.813	0
0.4791	16.3363	7.2485	0.126	7.3098	0.2786	278.4067	0.1402	119.4868	0.0101	0.0	0.0028	14.698	2.7498	11.8573	10.6488	0.6935	2.4751	0.316	98.0049	0.0351	0.0	1.4634	34.4926	3.966	0.0	0.2955	0.9517	1.6361	1.383	330.2368	0.0471	0.315	146.8769	0.4808	0.0695	2.8229	26.4657	4.5671	0.8062	0.0235	0.3016	0.6245	0.4313	11.3063	5.5843	1.4807	2.183	4.8098	5.1301	1
12.4904	54.979	22.8783	1.7211	25.1298	22.4119	648.8583	1.528	4.7716	0.0054	0.0	0.8487	35.824	9.565	4.2108	8.6421	4.7847	37.6014	4.6477	120.4171	0.6791	42.2564	2.7615	27.5981	6.1897	0.0	3.694	3.0805	0.5738	9.8293	1.2314	6.8378	0.6463	146.1915	1.7677	2.986	4.0364	23.4972	5.4083	14.2044	0.0	4.9133	2.911	7.791	2.0247	7.521	32.2883	0.014	3.0647	17.0467	0
1.5832	135.245	4.265	3.1558	17.2276	12.5894	465.5874	1.5759	2.8262	0.1774	0.116	0.0047	12.4188	39.7757	24.7831	7.0364	2.2378	14.7226	2.3159	214.1953	1.0026	0.0	4.7326	53.9521	10.1158	0.0	5.5237	4.4861	2.6395	7.6001	13.7129	1.8804	0.7301	178.413	5.7894	2.9991	4.7547	51.4241	5.7663	1.8113	0.0532	1.9659	6.0096	0.8413	12.7625	7.3231	12.773	1.8571	4.061	4.6055	1
9.7198	128.8188	40.1136	5.5082	71.5397	59.0523	767.3074	1.5329	8.0167	0.0386	0.0	6.2841	19.9955	50.4512	7.008	4.9587	4.224	16.0652	7.6464	165.4667	3.1349	60.4657	8.7205	41.3502	2.5168	0.0	41.2477	5.2951	0.839	8.2478	1.476	6.6425	2.3344	126.4398	3.9742	44.5087	7.2271	53.074	14.5895	42.2875	0.0	2.7573	5.3583	2.4107	7.9879	6.348	24.209	0.2773	5.2065	20.2346	0
2.127	43.3099	4.9138	0.6773	17.5914	3.9391	171.1459	0.2523	67.35	0.0264	0.0463	0.0096	9.1071	15.8997	34.0114	15.9977	3.4217	8.7136	1.7475	189.4658	0.3732	0.0	5.5509	60.0522	9.139	0.0	0.9595	2.9705	1.0806	3.2759	175.9693	0.1793	1.3734	98.5026	2.9358	0.7107	4.5044	41.0776	7.066	2.1283	0.1294	0.925	3.83	0.3431	18.8631	9.6535	6.0567	3.347	3.7986	5.0057	1
