6
100	20	20	5
3.3557	15.5402	71.3776	9.619	37.817	1.8826	245.6104	6.2508	16.8591	18.6741	3.2508	0.1289	41.233	211.0741	21.7663	11.4674	15.9051	46.6838	34.5362	14.9497	0.0
5.7256	0.0941	144.0322	7.0368	20.3464	5.8618	436.0972	0.702	8.1208	39.9135	6.5736	0.0249	8.4793	24.793	12.5488	6.6871	0.0	1.543	28.3243	2.1435	1.0
4.3971	0.135	78.1114	13.655	7.5713	0.4466	502.0733	4.1133	5.9755	19.4132	3.1705	0.0906	18.4498	788.7029	9.787	7.7593	37.3738	26.6418	19.725	20.4196	0.0
3.0062	0.1575	39.976	8.0571	6.8459	216.7732	126.2577	1.029	8.0705	3.1492	3.8798	0.0044	7.2124	74.2971	4.8287	9.3817	0.0	1.1566	18.4378	3.5669	1.0
11.4175	0.0182	125.647	19.5108	108.0216	0.3694	967.8378	4.9017	8.1089	45.5355	2.7742	0.0007	5.7357	217.0125	23.0461	5.1978	0.2554	62.0963	20.181	19.4699	0.0
0.4299	0.0043	27.6305	4.7948	12.5371	322.7002	163.3341	0.4494	9.7006	4.3708	1.166	0.012	6.4287	168.0389	3.5262	7.2292	0.0	6.5984	15.6375	0.6704	1.0
9.8422	0.0716	145.5234	14.4936	10.5949	0.5937	470.9935	3.728	10.8671	21.5349	8.8242	0.0453	11.7387	224.6774	11.285	7.2439	27.7889	55.7564	32.469	20.9399	0.0
1.0882	0.0407	34.4677	5.1989	7.3489	423.7744	121.3457	0.8799	12.7333	1.9979	5.6204	0.0289	7.8226	32.0781	9.5864	7.4624	0.0204	1.276	28.4971	1.4028	1.0
3.4865	0.0748	176.8086	19.4	35.1434	1.8959	941.9163	3.7207	19.6017	6.2142	7.7431	0.0172	14.319	183.8276	33.1594	9.0978	7.1849	20.3477	52.6502	6.5728	0.0
0.6935	0.0101	16.3363	2.4751	14.698	330.2368	278.4067	0.316	3.9451	3.3555	1.0844	0.0	4.604	95.9105	7.2485	4.2433	0.0	0.8062	20.0658	0.7778	1.0
4.7847	0.0054	54.979	37.6014	35.824	1.2314	648.8583	4.6477	5.4461	33.8697	4.9322	0.0121	20.0152	188.8485	22.8783	2.0184	1.954	14.2044	13.6655	50.9038	0.0
2.2378	0.1774	135.245	14.7226	12.4188	13.7129	465.5874	2.3159	8.4629	8.621	7.427	0.0241	6.9258	54.1435	4.265	11.2735	0.0	1.8113	24.3315	10.3964	1.0
4.224	0.0386	128.8188	16.0652	19.9955	1.476	767.3074	7.6464	15.9841	15.9839	6.9785	0.0634	14.917	137.2902	40.1136	9.7665	26.1763	42.2875	41.2936	25.2172	0.0
3.4217	0.0264	43.3099	8.7136	9.1071	175.9693	171.1459	1.7475	17.8109	2.9152	4.1608	0.0609	8.3159	14.9757	4.9138	5.6961	0.0	2.1283	33.821	5.3769	1.0
7.6406	0.0181	186.3404	13.9617	16.2277	5.4116	598.1636	9.256	15.2987	12.3582	16.2359	0.0594	15.9803	577.8493	31.5342	8.6369	14.4937	53.1106	25.3493	30.1259	0.0
0.8265	0.0442	48.5682	6.3873	13.0872	154.139	254.3237	1.3278	9.709	4.7982	6.245	0.0039	7.3582	24.777	2.5638	9.1573	0.0044	1.8568	17.8754	2.224	1.0
7.6243	0.0413	158.5447	12.8883	26.4735	2.6535	597.572	5.0223	14.4018	7.5474	7.5305	0.1878	16.3436	127.1703	12.2555	9.307	20.7599	20.5011	34.0322	23.6403	0.0
2.6291	0.0167	46.1035	10.6544	10.379	17.6448	249.6151	2.8127	6.5668	8.1774	4.1402	0.0645	15.9609	12.2739	3.0222	6.7957	0.0	4.5608	25.859	4.2948	1.0
5.0027	2.1397	56.1982	8.4065	10.4469	1.2858	296.035	6.9776	15.0849	12.3736	2.7026	0.288	58.114	89.1714	6.2937	4.707	2.3961	2.4157	23.6488	32.0498	0.0
4.4687	0.0	88.4442	16.6541	12.1494	137.7903	153.6003	3.125	17.9415	4.953	5.9106	0.055	6.4554	30.2435	4.9784	10.7826	0.0	3.428	28.1474	11.7743	1.0
11.6541	0.1395	156.5368	22.4478	52.7204	0.5415	907.4357	3.1071	11.3295	5.6584	5.0798	0.0138	15.0963	197.7512	55.6233	7.4033	22.4324	48.528	47.6684	11.2689	0.0
2.3082	0.0196	39.0491	9.112	9.2104	213.7467	155.1681	0.7639	4.8663	1.4755	4.1178	0.0845	8.1765	54.0556	3.6542	3.6648	0.0	1.9679	19.3025	3.9226	1.0
4.6542	6.6743	34.6533	13.9061	92.3481	0.4685	673.4403	1.7277	12.0994	0.7516	5.6824	0.0079	5.2793	82.5673	9.2914	36.2033	18.5089	5.1626	14.9712	2.9586	0.0
2.1036	0.08	55.6768	11.932	19.2618	171.9193	115.2409	1.3857	8.7055	2.6808	4.4826	0.0124	10.1423	17.3161	20.1208	10.9362	0.0	3.9808	22.6795	6.7901	1.0
5.3064	0.1397	89.5595	38.4105	12.4867	1.3388	135.2445	10.5044	11.0648	7.9831	24.503	0.2159	8.4133	85.8259	7.6762	10.9776	1.2596	23.7039	12.7891	17.465	0.0
1.0977	0.244	87.161	16.5623	8.7428	54.7279	174.6963	2.3412	15.531	4.0024	17.6325	0.0363	12.1283	77.445	0.2356	10.0562	0.0	2.0197	14.3581	16.0299	1.0
13.8984	0.0442	109.3926	14.5301	41.9107	1.6639	585.207	6.326	13.2803	20.9222	7.7873	0.0527	11.8339	127.4334	28.198	7.8672	5.5937	58.5302	30.7872	34.467	0.0
2.472	0.0042	70.8011	18.3724	6.4478	255.7293	137.8216	1.6432	9.6356	1.0898	6.4183	0.0414	11.895	145.2478	4.3842	7.6383	0.0	4.8403	26.0722	4.271	1.0
8.8757	0.0122	114.2304	10.5981	7.1007	0.8438	363.483	7.2995	9.4288	32.3848	4.9543	0.9025	21.9812	595.1132	6.5871	9.4067	10.9228	48.4007	22.2791	27.1395	0.0
