11
1000	50	100	10
3.3557	15.5402	71.3776	9.619	37.817	1.8826	245.6104	6.2508	16.8591	18.6741	3.2508	0.1289	41.233	211.0741	21.7663	11.4674	15.9051	46.6838	34.5362	14.9497	72.687	25.1164	5.6707	5.5292	4.048	1.7276	5.4016	72.732	7.0408	92.3295	122.7688	38.1931	11.0052	5.749	9.7311	14.9334	5.4264	23.5641	15.9677	62.2953	8.7065	20.049	4.9463	6.0981	54.8712	17.0908	12.1432	0.9029	0.9076	4.0063	0.0
5.7256	0.0941	144.0322	7.0368	20.3464	5.8618	436.0972	0.702	8.1208	39.9135	6.5736	0.0249	8.4793	24.793	12.5488	6.6871	0.0	1.543	28.3243	2.1435	11.9353	29.6236	23.1024	8.0291	5.5866	0.0027	5.1042	5.0163	92.1987	398.6939	324.1482	43.0875	10.366	2.3994	9.4524	5.929	1.1013	5.1478	0.8174	0.8638	2.086	35.4809	7.5061	3.6917	52.969	7.2933	1.6123	1.1717	0.0689	2.7938	1.0
4.3971	0.135	78.1114	13.655	7.5713	0.4466	502.0733	4.1133	5.9755	19.4132	3.1705	0.0906	18.4498	788.7029	9.787	7.7593	37.3738	26.6418	19.725	20.4196	28.1304	29.9872	20.6947	7.4735	2.108	0.1275	6.5315	30.5652	6.2805	261.1845	134.4857	74.0223	7.5012	3.1845	8.9693	9.8332	5.403	15.8893	8.557	205.3267	7.3804	165.0689	2.6224	10.4383	54.5925	4.0305	23.185	1.8977	0.0181	7.5733	0.0
3.0062	0.1575	39.976	8.0571	6.8459	216.7732	126.2577	1.029	8.0705	3.1492	3.8798	0.0044	7.2124	74.2971	4.8287	9.3817	0.0	1.1566	18.4378	3.5669	11.2183	15.3168	6.6135	1.9548	6.6469	0.0038	10.411	8.2925	12.2783	325.7509	183.9984	41.2618	6.9516	3.7643	4.4078	2.8558	0.317	2.9654	0.3741	10.135	1.5908	106.1103	10.9434	6.3698	30.4154	7.1618	8.6332	2.5895	0.0054	1.7067	1.0
11.4175	0.0182	125.647	19.5108	108.0216	0.3694	967.8378	4.9017	8.1089	45.5355	2.7742	0.0007	5.7357	217.0125	23.0461	5.1978	0.2554	62.0963	20.181	19.4699	29.3523	74.8619	93.9229	7.6864	4.9565	0.0025	8.9938	6.747	5.1581	114.6697	173.0733	59.185	20.0478	0.5438	23.228	10.16	7.8318	15.0572	8.7694	35.7556	11.2769	36.5475	4.8242	11.7577	99.4513	5.1757	0.6628	1.1494	0.0	1.1922	0.0
0.4299	0.0043	27.6305	4.7948	12.5371	322.7002	163.3341	0.4494	9.7006	4.3708	1.166	0.012	6.4287	168.0389	3.5262	7.2292	0.0	6.5984	15.6375	0.6704	3.2275	44.8475	16.4526	1.1871	8.3081	0.1042	7.1567	44.963	20.8027	51.8215	33.6593	20.4485	12.1436	13.6792	1.1109	1.907	0.0992	5.2104	1.1337	43.1515	0.9439	20.2047	3.1785	8.4726	10.5928	3.608	5.1191	1.3678	0.0	1.7232	1.0
9.8422	0.0716	145.5234	14.4936	10.5949	0.5937	470.9935	3.728	10.8671	21.5349	8.8242	0.0453	11.7387	224.6774	11.285	7.2439	27.7889	55.7564	32.469	20.9399	56.6405	42.1571	17.1846	10.3221	4.268	0.0466	5.22	32.0254	3.9431	124.5054	129.7113	57.7931	15.1242	2.0995	8.0825	13.474	17.8138	14.1635	5.348	239.8886	16.3113	35.1011	10.0877	12.6397	44.8275	13.9691	17.3961	1.7329	0.0083	7.0081	0.0
1.0882	0.0407	34.4677	5.1989	7.3489	423.7744	121.3457	0.8799	12.7333	1.9979	5.6204	0.0289	7.8226	32.0781	9.5864	7.4624	0.0204	1.276	28.4971	1.4028	4.3961	5.5447	5.0424	2.0333	18.2314	0.0079	6.3307	5.2126	5.5053	130.8962	109.9769	21.201	5.373	1.4882	3.2504	4.1516	0.1511	1.878	1.3592	18.5179	5.7993	27.9307	10.3907	8.8541	24.277	8.9127	7.2605	1.7496	0.0112	1.4059	1.0
3.4865	0.0748	176.8086	19.4	35.1434	1.8959	941.9163	3.7207	19.6017	6.2142	7.7431	0.0172	14.319	183.8276	33.1594	9.0978	7.1849	20.3477	52.6502	6.5728	78.7756	94.0387	26.2683	9.1541	2.2357	0.0133	3.9085	52.9426	5.2385	62.1835	313.1352	36.0219	8.6967	6.5823	30.5668	31.6394	4.6737	18.6641	3.2751	149.8191	11.3101	35.9406	7.4772	9.7354	66.0434	8.4024	1.3576	0.8444	0.0094	3.8418	0.0
0.6935	0.0101	16.3363	2.4751	14.698	330.2368	278.4067	0.316	3.9451	3.3555	1.0844	0.0	4.604	95.9105	7.2485	4.2433	0.0	0.8062	20.0658	0.7778	7.3098	32.4459	2.7026	1.9441	6.8314	0.0033	12.4264	1.8363	5.6005	69.6419	98.0049	25.1118	1.545	5.7386	1.7367	1.4807	0.0314	1.4271	0.7925	24.43	0.7364	23.329	11.8573	5.7537	26.4657	3.6204	15.4686	1.0517	0.0	0.4808	1.0
